0	-70968.576684
1	-70860.552223
2	-70644.503300
3	-70788.535915
4	-70752.527762
5	-70716.519608
6	-70752.519608
7	-70842.544069
8	-70860.552223
9	-70896.560377
10	-70896.560377
11	-70797.535915
12	-70905.560377
13	-70824.544069
14	-70932.568531
15	-70833.544069
16	-70824.544069
17	-70896.560377
18	-70725.511454
19	-70860.552223
20	-70752.527762
21	-70932.568531
22	-70716.519608
23	-70860.552223
24	-70689.511454
25	-70662.495147
26	-70698.511454
27	-70824.544069
28	-70662.503300
29	-70680.511454
30	-70698.511454
31	-70824.544069
32	-70824.544069
33	-70806.527762
34	-70788.535915
35	-70626.495147
36	-70752.527762
37	-70680.511454
38	-70860.552223
39	-70788.535915
40	-70752.527762
41	-70752.519608
42	-70644.503300
43	-70716.519608
44	-70860.552223
45	-70788.535915
46	-70797.535915
47	-70752.527762
48	-70662.503300
49	-70797.535915
50	-70788.535915
51	-70689.511454
52	-70734.519608
53	-70689.511454
54	-70608.495147
55	-70788.535915
56	-70824.544069
57	-70572.486993
58	-70824.544069
59	-70698.511454
60	-70770.527762
61	-70824.544069
62	-70734.519608
63	-70770.527762
64	-70896.560377
65	-70860.552223
66	-70824.544069
67	-70932.568531
68	-70680.511454
69	-70860.552223
70	-70788.535915
71	-70680.503300
72	-70608.495147
73	-70752.527762
74	-70797.535915
75	-70896.560377
76	-70752.527762
77	-70734.519608
78	-70860.552223
79	-70716.519608
80	-70716.519608
81	-70833.544069
82	-70608.486993
83	-70761.527762
84	-70824.544069
85	-70761.519608
86	-70581.478839
87	-70788.519608
88	-70752.527762
89	-70608.486993
90	-70806.535915
91	-70869.552223
92	-70725.519608
93	-70725.519608
94	-70788.535915
95	-70644.495147
96	-70581.478839
97	-70608.486993
98	-70869.552223
99	-70752.519608
100	-70824.544069
101	-70824.544069
102	-70788.535915
103	-70734.511454
104	-70878.552223
105	-70725.519608
106	-70824.544069
107	-70680.511454
108	-70869.552223
109	-70743.519608
110	-70644.503300
111	-70482.454378
112	-70752.527762
113	-70779.519608
114	-70752.527762
115	-70788.535915
116	-70716.519608
117	-70788.535915
118	-70896.560377
119	-70860.552223
120	-70779.527762
121	-70788.535915
122	-70788.535915
123	-70788.535915
124	-70752.519608
125	-70896.560377
126	-70752.527762
127	-70860.552223
128	-70833.544069
129	-70752.527762
130	-70896.560377
131	-70788.535915
132	-70617.495147
133	-70869.552223
134	-70824.544069
135	-70824.544069
136	-70734.519608
137	-70725.511454
138	-70752.527762
139	-70644.503300
140	-70716.519608
141	-70788.535915
142	-70680.511454
143	-70788.535915
144	-70680.511454
145	-70833.544069
146	-70752.527762
147	-70716.519608
148	-70716.519608
149	-70788.535915
150	-70860.552223
151	-70788.535915
152	-70770.527762
153	-70806.535915
154	-70518.446224
155	-70707.511454
156	-70932.568531
157	-70806.535915
158	-70725.511454
159	-70752.527762
160	-70671.503300
161	-70824.544069
162	-70860.552223
163	-70644.503300
164	-70860.552223
165	-70734.519608
166	-70689.511454
167	-70896.560377
168	-70860.552223
169	-70788.535915
170	-70680.511454
171	-70788.535915
172	-70788.535915
173	-70833.544069
174	-70761.527762
175	-70860.552223
176	-70662.495147
177	-70680.511454
178	-70752.519608
179	-70752.527762
180	-70626.495147
181	-70716.519608
182	-70761.527762
183	-70734.519608
184	-70680.503300
185	-70644.503300
186	-70680.503300
187	-70860.552223
188	-70788.535915
189	-70761.527762
190	-70698.511454
191	-70806.535915
192	-70752.527762
193	-70644.503300
194	-70491.462531
195	-70860.552223
196	-70860.552223
197	-70689.486993
198	-70788.535915
199	-70752.527762
200	-70752.527762
201	-70824.544069
202	-70770.527762
203	-70824.544069
204	-70932.568531
205	-70752.527762
206	-70698.511454
207	-70680.503300
208	-70716.519608
209	-70806.535915
210	-70698.511454
211	-70752.527762
212	-70680.511454
213	-70752.527762
214	-70896.560377
215	-70698.495147
216	-70788.527762
217	-70833.544069
218	-70932.568531
219	-70788.535915
220	-70860.552223
221	-70734.519608
222	-70824.544069
223	-70770.527762
224	-70824.544069
225	-70788.535915
226	-70752.519608
227	-70896.560377
228	-70860.552223
229	-70824.544069
230	-70860.544069
231	-70869.552223
232	-70824.544069
233	-70707.511454
234	-70824.544069
235	-70824.544069
236	-70788.535915
237	-70761.527762
238	-70680.511454
239	-70770.527762
240	-70734.519608
241	-70788.535915
242	-70932.568531
243	-70824.544069
244	-70860.552223
245	-70824.544069
246	-70779.527762
247	-70788.535915
248	-70824.544069
249	-70788.535915
250	-70680.503300
251	-70752.527762
252	-70725.519608
253	-70725.511454
254	-70905.560377
255	-70788.535915
256	-70716.519608
257	-70896.560377
258	-70824.544069
259	-70896.560377
260	-70842.544069
261	-70842.544069
262	-70716.519608
263	-70770.527762
264	-70752.527762
265	-70797.535915
266	-70770.527762
267	-70698.511454
268	-70662.503300
269	-70824.544069
270	-70860.552223
271	-70716.519608
272	-70716.511454
273	-70824.544069
274	-70419.438070
275	-70716.519608
276	-70761.527762
277	-70860.552223
278	-70788.535915
279	-70680.511454
280	-70554.478839
281	-70716.519608
282	-70662.495147
283	-70896.560377
284	-70788.535915
285	-70788.535915
286	-70770.527762
287	-70842.544069
288	-70860.552223
289	-70716.519608
290	-70644.503300
291	-70824.535915
292	-70806.535915
293	-70716.519608
294	-70725.519608
295	-70743.519608
296	-70689.511454
297	-70788.535915
298	-70824.544069
299	-70770.527762
300	-70896.560377
301	-70725.519608
302	-70770.527762
303	-70662.495147
304	-70725.519608
305	-70716.519608
306	-70824.544069
307	-70797.535915
308	-70788.535915
309	-70752.527762
310	-70824.544069
311	-70896.560377
312	-70896.560377
313	-70824.544069
314	-70788.535915
315	-70833.544069
316	-70680.511454
317	-70806.535915
318	-70797.535915
319	-70734.519608
320	-70752.527762
321	-70824.544069
322	-70860.552223
323	-70680.511454
324	-70932.568531
325	-70896.560377
326	-70905.560377
327	-70878.552223
328	-70824.544069
329	-70788.535915
330	-70734.519608
331	-70788.535915
332	-70761.527762
333	-70824.544069
334	-70824.544069
335	-70734.503300
336	-70860.552223
337	-70716.519608
338	-70572.478839
339	-70761.527762
340	-70662.503300
341	-70752.527762
342	-70662.503300
343	-70824.544069
344	-70788.535915
345	-70608.495147
346	-70896.560377
347	-70770.527762
348	-70824.544069
349	-70833.544069
350	-70626.495147
351	-70788.535915
352	-70608.478839
353	-70797.527762
354	-70689.511454
355	-70662.503300
356	-70653.503300
357	-70464.446224
358	-70761.519608
359	-70572.470685
360	-70752.527762
361	-70860.552223
362	-70644.503300
363	-70716.519608
364	-70716.519608
365	-70788.535915
366	-70644.503300
367	-70932.568531
368	-70797.535915
