0	-1660.094951
1	-27609.738194
2	-37814.106811
3	-43830.997907
4	-47761.211191
5	-50371.362795
6	-52434.291059
7	-53888.795690
8	-55013.399168
9	-56010.906398
10	-56737.086243
11	-57301.845054
12	-57850.019703
13	-58303.225193
14	-58673.442206
15	-59051.927519
16	-59357.156055
17	-59578.149728
18	-59899.632444
19	-60204.790374
20	-60477.233324
21	-60661.986939
22	-60923.540260
23	-61072.237390
24	-61264.397918
25	-61408.050087
26	-61510.614931
27	-61740.713779
28	-61922.097647
29	-62111.665089
30	-62288.333977
31	-62383.195364
32	-62499.731966
33	-62557.031107
34	-62719.779525
35	-62825.106909
36	-62919.558784
37	-63039.041499
38	-63050.524215
39	-63176.162262
40	-63332.063415
41	-63393.800310
42	-63459.085330
43	-63534.285624
44	-63611.372948
45	-63718.488515
46	-63742.055957
47	-63819.914746
48	-63947.340977
49	-63975.134357
50	-64026.221682
51	-64104.687678
52	-64196.255120
53	-64213.060023
54	-64344.613344
55	-64403.658305
56	-64451.112779
57	-64462.044771
58	-64537.329791
59	-64616.628933
60	-64732.939597
61	-64781.716257
62	-64832.309344
63	-64876.803582
64	-64940.309344
65	-64934.215692
66	-64981.359501
67	-65101.415986
68	-65076.023193
69	-65122.418584
70	-65155.025791
71	-65222.692081
72	-65276.838488
73	-65308.556066
74	-65325.182591
75	-65392.128704
76	-65350.834759
77	-65405.879721
78	-65469.272514
79	-65503.517768
80	-65583.819508
81	-65606.666774
82	-65623.994157
83	-65748.191853
84	-65747.250935
85	-65727.519236
86	-65791.448631
87	-65845.900506
88	-65830.790135
89	-65875.016073
90	-65868.639999
91	-65943.289570
92	-65966.574590
93	-66011.266524
94	-66031.116388
95	-66093.328204
96	-66071.963654
97	-66067.418127
98	-66147.253870
99	-66133.875199
100	-66120.863676
101	-66075.202582
102	-66135.513246
103	-66161.772622
104	-66241.617290
105	-66242.450435
106	-66249.566002
107	-66341.246413
108	-66302.206648
109	-66295.110398
110	-66327.788211
111	-66337.200321
112	-66305.849892
113	-66350.767763
114	-66370.485341
115	-66426.796005
116	-66424.739521
117	-66523.332607
118	-66503.473818
119	-66510.363447
120	-66556.462295
121	-66540.462295
122	-66544.871807
123	-66571.620225
124	-66550.439249
125	-66590.792277
126	-66626.453370
127	-66638.792277
128	-66699.526574
129	-66750.232629
130	-66767.249348
131	-66773.927161
132	-66774.802669
133	-66751.664056
134	-66839.471557
135	-66891.231498
136	-66863.415073
137	-66808.850229
138	-66805.076166
139	-66802.121128
140	-66857.434390
141	-66908.775894
142	-66882.173883
143	-66873.628357
144	-66902.574470
145	-66902.000701
146	-66883.285722
147	-66965.794081
148	-66968.810800
149	-66947.700430
150	-66966.222910
151	-66995.728672
152	-67045.126661
153	-67061.719747
154	-67041.084297
155	-67076.072775
156	-67012.510529
157	-67003.174220
158	-67024.092092
159	-67058.685178
160	-67042.727541
161	-67089.278264
162	-67125.165295
163	-67107.207659
164	-67122.642815
165	-67142.374514
